Internship_id,Intrnship_Title,Attribute,Skills
A530,Talent Acquisition,Soft Skills,Initiative
A531,HR trainee,Technical Skills,Recruitment
A531,HR trainee,Technical Skills,Onboarding
A531,HR trainee,Technical Skills,Document Review
A531,HR trainee,Soft Skills,Communication
A531,HR trainee,Soft Skills,Interpersonal
A532,Human Resources,Soft Skills,Negotiation
A533,Talent Acquisition,Technical Skills,Recruitment
A533,Talent Acquisition,Technical Skills,English Proficiency (Written)
A533,Talent Acquisition,Soft Skills,English
A535,Human Resources,Technical Skills,Sourcing
A535,Human Resources,Technical Skills,Screening
A535,Human Resources,Technical Skills,Recruitment
A535,Human Resources,Technical Skills,Social Media
A535,Human Resources,Technical Skills,MS-Office
A535,Human Resources,Technical Skills,MS-Word
A535,Human Resources,Technical Skills,MS-Excel
A535,Human Resources,Technical Skills,LinkedIn Marketing
A535,Human Resources,Technical Skills,English Proficiency (Spoken)
A535,Human Resources,Technical Skills,English Proficiency (Written)
A535,Human Resources,Technical Skills,Research and Analytics
A535,Human Resources,Technical Skills,Excel
A535,Human Resources,Technical Skills,Google Sheets
A535,Human Resources,Technical Skills,Analytics
A535,Human Resources,Technical Skills,Word
A535,Human Resources,Soft Skills,Communication
A535,Human Resources,Soft Skills,Initiative
A535,Human Resources,Soft Skills,Interpersonal
A535,Human Resources,Soft Skills,Organizational
A535,Human Resources,Soft Skills,English
A535,Human Resources,HR Tools,ATS
A535,Human Resources,HR Tools,Naukri
A536,Human Resources,Technical Skills,Screening
A536,Human Resources,Technical Skills,Recruitment
A536,Human Resources,Technical Skills,MS-Office
A536,Human Resources,Technical Skills,MS-Word
A536,Human Resources,Technical Skills,MS-Excel
A536,Human Resources,Technical Skills,English Proficiency (Spoken)
A536,Human Resources,Technical Skills,English Proficiency (Written)
A536,Human Resources,Technical Skills,Hindi Proficiency (Spoken)
A536,Human Resources,Technical Skills,Excel
A536,Human Resources,Technical Skills,Google Sheets
A536,Human Resources,Technical Skills,Word
A536,Human Resources,Soft Skills,English
A536,Human Resources,Soft Skills,Communication
A536,Human Resources,Soft Skills,Time Management
A536,Human Resources,Soft Skills,Interpersonal
A536,Human Resources,Soft Skills,Organizational
A536,Human Resources,Soft Skills,Initiative
A537,Recruitment,Technical Skills,Screening
A537,Recruitment,Technical Skills,Recruitment
A537,Recruitment,Technical Skills,Social Media
A537,Recruitment,Technical Skills,English Proficiency (Spoken)
A537,Recruitment,Technical Skills,Analytics
A537,Recruitment,Soft Skills,Communication
A537,Recruitment,Soft Skills,English
A538,Recruitment,Technical Skills,Excel
A538,Recruitment,Technical Skills,Recruitment
A538,Recruitment,Technical Skills,MS-Excel
A538,Recruitment,Technical Skills,English Proficiency (Spoken)
A538,Recruitment,Technical Skills,Effective Communication
A538,Recruitment,Soft Skills,Communication
A538,Recruitment,Soft Skills,English
A539,Human Resources,Technical Skills,Recruitment
A539,Human Resources,Technical Skills,MS-Office
A539,Human Resources,Technical Skills,MS-Excel
A539,Human Resources,Technical Skills,English Proficiency (Spoken)
A539,Human Resources,Technical Skills,English Proficiency (Written)
A539,Human Resources,Technical Skills,Excel
A539,Human Resources,Soft Skills,English
A540,Talent Acquisition,Technical Skills,Sourcing
A540,Talent Acquisition,Technical Skills,Recruitment
A540,Talent Acquisition,Technical Skills,Dashboard
A540,Talent Acquisition,Technical Skills,Excel
A540,Talent Acquisition,Soft Skills,Communication
A540,Talent Acquisition,Soft Skills,Organizational
A540,Talent Acquisition,Soft Skills,Ownership
A541,HR trainee,Technical Skills,Recruitment
A541,HR trainee,Technical Skills,Operations
A541,HR trainee,Technical Skills,Human Resources
A541,HR trainee,Technical Skills,Administrative Support
A541,HR trainee,Soft Skills,Communication
A542,Human Resources,Technical Skills,Screening
A542,Human Resources,Technical Skills,Recruitment
A542,Human Resources,Technical Skills,MS-Office
A542,Human Resources,Technical Skills,Time Management
A542,Human Resources,Technical Skills,MS-Excel
A542,Human Resources,Technical Skills,Coordination
A542,Human Resources,Technical Skills,English Proficiency (Spoken)
A542,Human Resources,Technical Skills,English Proficiency (Written)
A542,Human Resources,Technical Skills,HR Operations
A542,Human Resources,Technical Skills,Effective Communication
A542,Human Resources,Technical Skills,Excel
A542,Human Resources,Technical Skills,MS Office
A542,Human Resources,Soft Skills,Communication
A542,Human Resources,Soft Skills,Time Management
A542,Human Resources,Soft Skills,Interpersonal
A542,Human Resources,Soft Skills,English
A542,Human Resources,HR Tools,Payroll
A543,HR,Technical Skills,Sourcing
A543,HR,Technical Skills,Screening
A543,HR,Technical Skills,Recruitment
A543,HR,Technical Skills,Social Media
A543,HR,Soft Skills,Communication
A543,HR,Soft Skills,Leadership
A543,HR,Soft Skills,Presentation
A543,HR,Soft Skills,Initiative
A543,HR,HR Tools,ATS
A544,Recruitment,Technical Skills,Sourcing
A544,Recruitment,Technical Skills,Screening
A544,Recruitment,Technical Skills,Recruitment
A544,Recruitment,Technical Skills,Social Media
A544,Recruitment,Technical Skills,English Proficiency (Spoken)
A544,Recruitment,Soft Skills,English
A545,Human Resources,Technical Skills,Excel
A545,Human Resources,Technical Skills,Google Sheets
A545,Human Resources,Technical Skills,Recruitment
A545,Human Resources,Technical Skills,Social Media
A545,Human Resources,Technical Skills,SAP
A545,Human Resources,Technical Skills,Operations
A545,Human Resources,Technical Skills,SEO
A545,Human Resources,HR Tools,ATS
A545,Human Resources,HR Tools,SAP
A545,Human Resources,HR Tools,Naukri
A546,Recruitment,Technical Skills,Sourcing
A546,Recruitment,Technical Skills,Screening
A546,Recruitment,Technical Skills,Recruitment
A546,Recruitment,Technical Skills,Boolean Search
A546,Recruitment,Technical Skills,Social Media
A546,Recruitment,Technical Skills,MS-Office
A546,Recruitment,Technical Skills,MS-Word
A546,Recruitment,Technical Skills,MS-Excel
A546,Recruitment,Technical Skills,English Proficiency (Spoken)
A546,Recruitment,Technical Skills,Excel
A546,Recruitment,Technical Skills,Word
A546,Recruitment,Soft Skills,English
A547,Human Resources,Technical Skills,Excel
A547,Human Resources,Technical Skills,Word
A547,Human Resources,Technical Skills,PowerPoint
A547,Human Resources,Technical Skills,Screening
A547,Human Resources,Technical Skills,MS-Office
A547,Human Resources,Technical Skills,MS-Excel
A547,Human Resources,Technical Skills,Problem Solving
A547,Human Resources,Technical Skills,English Proficiency (Spoken)
A547,Human Resources,Soft Skills,Problem Solving
A547,Human Resources,Soft Skills,English
A547,Human Resources,HR Tools,Payroll
A548,Human Resources,Technical Skills,Recruitment
A548,Human Resources,Technical Skills,MS-Office
A548,Human Resources,Technical Skills,MS-Excel
A548,Human Resources,Technical Skills,English Proficiency (Spoken)
A548,Human Resources,Technical Skills,Excel
A548,Human Resources,Soft Skills,Initiative
A548,Human Resources,Soft Skills,English
A549,Recruitment,Technical Skills,Excel
A549,Recruitment,Technical Skills,Recruitment
A549,Recruitment,Technical Skills,Social Media
A549,Recruitment,Technical Skills,MS-Office
A549,Recruitment,Technical Skills,MS-Excel
A549,Recruitment,Technical Skills,English Proficiency (Spoken)
A549,Recruitment,Technical Skills,Interpersonal skills
A549,Recruitment,Soft Skills,Communication
A549,Recruitment,Soft Skills,Interpersonal
A549,Recruitment,Soft Skills,English
A550,Recruitment Consultant,Technical Skills,Sourcing
A550,Recruitment Consultant,Technical Skills,Screening
A550,Recruitment Consultant,Technical Skills,Recruitment
A550,Recruitment Consultant,Technical Skills,Applicant Tracking
A550,Recruitment Consultant,Technical Skills,LinkedIn Marketing
A550,Recruitment Consultant,Technical Skills,ATS
A550,Recruitment Consultant,Soft Skills,Communication
A550,Recruitment Consultant,Soft Skills,Leadership
A550,Recruitment Consultant,Soft Skills,Time Management
A550,Recruitment Consultant,Soft Skills,Networking
A550,Recruitment Consultant,HR Tools,ATS
A550,Recruitment Consultant,HR Tools,Zoho
A550,Recruitment Consultant,HR Tools,LinkedIn Recruiter
A550,Recruitment Consultant,HR Tools,Zoho Recruit
A550,Recruitment Consultant,HR Tools,Naukri
A551,Human Resources,Technical Skills,MS Office
A551,Human Resources,Technical Skills,Screening
A551,Human Resources,Technical Skills,Interviewing
A551,Human Resources,Technical Skills,Recruitment
A551,Human Resources,Soft Skills,Communication
A551,Human Resources,Soft Skills,Interpersonal
A551,Human Resources,Soft Skills,English
A551,Human Resources,Soft Skills,Initiative
A552,Human Resources,Technical Skills,Sourcing
A552,Human Resources,Technical Skills,Screening
A552,Human Resources,Technical Skills,Recruitment
A552,Human Resources,Technical Skills,MS-Excel
A552,Human Resources,Technical Skills,English Proficiency (Spoken)
A552,Human Resources,Technical Skills,English Proficiency (Written)
A552,Human Resources,Technical Skills,Talent Management
A552,Human Resources,Technical Skills,Excel
A552,Human Resources,Soft Skills,English
A553,Recruitment Consultant,Technical Skills,Recruitment
A553,Recruitment Consultant,Technical Skills,MS-Office
A553,Recruitment Consultant,Technical Skills,MS-Excel
A553,Recruitment Consultant,Technical Skills,English Proficiency (Spoken)
A553,Recruitment Consultant,Technical Skills,Effective Communication
A553,Recruitment Consultant,Technical Skills,Excel
A553,Recruitment Consultant,Soft Skills,Communication
A553,Recruitment Consultant,Soft Skills,Organizational
A553,Recruitment Consultant,Soft Skills,Attention to Detail
A553,Recruitment Consultant,Soft Skills,English
A553,Recruitment Consultant,HR Tools,Naukri
A554,Talent Acquisition,Technical Skills,Recruitment
A555,Human Resources,Technical Skills,Excel
A555,Human Resources,Technical Skills,Screening
A555,Human Resources,Technical Skills,Recruitment
A555,Human Resources,Technical Skills,MS Excel
A555,Human Resources,Soft Skills,English
A555,Human Resources,Soft Skills,Initiative
A556,Recruitment Consultant,Technical Skills,Screening
A556,Recruitment Consultant,Technical Skills,Recruitment
A556,Recruitment Consultant,Technical Skills,MS-Office
A556,Recruitment Consultant,Technical Skills,MS-Excel
A556,Recruitment Consultant,Technical Skills,English Proficiency (Spoken)
A556,Recruitment Consultant,Technical Skills,English Proficiency (Written)
A556,Recruitment Consultant,Technical Skills,Interpersonal skills
A556,Recruitment Consultant,Technical Skills,Google Sheets
A556,Recruitment Consultant,Technical Skills,Excel
A556,Recruitment Consultant,Soft Skills,Interpersonal
A556,Recruitment Consultant,Soft Skills,English
A557,HR,Technical Skills,Reporting
A557,HR,Technical Skills,Sourcing
A557,HR,Technical Skills,Screening
A557,HR,Technical Skills,Recruitment
A557,HR,Technical Skills,MS-Excel
A557,HR,Technical Skills,Effective Communication
A557,HR,Technical Skills,Excel
A557,HR,Soft Skills,Communication
A557,HR,Soft Skills,Leadership
A558,Human Resources,Technical Skills,MS-Office
A558,Human Resources,Technical Skills,MS-Word
A558,Human Resources,Technical Skills,MS-Excel
A558,Human Resources,Technical Skills,English Proficiency (Spoken)
A558,Human Resources,Technical Skills,English Proficiency (Written)
A558,Human Resources,Technical Skills,Excel
A558,Human Resources,Technical Skills,Word
A558,Human Resources,Soft Skills,English
A559,Talent Acquisition,Technical Skills,Recruitment
A559,Talent Acquisition,Technical Skills,English Proficiency (Spoken)
A559,Talent Acquisition,Soft Skills,English
A560,Recruitment Consultant,Technical Skills,Reporting
A560,Recruitment Consultant,Technical Skills,Recruitment
A560,Recruitment Consultant,Technical Skills,Effective Communication
A560,Recruitment Consultant,Technical Skills,Sourcing
A560,Recruitment Consultant,Soft Skills,Communication
A561,HR admin,Technical Skills,MS Office
A561,HR admin,Technical Skills,Recruitment
A561,HR admin,Technical Skills,Leadership
A561,HR admin,Technical Skills,MS-Office
A561,HR admin,Technical Skills,Team Management
A561,HR admin,Technical Skills,Project Management
A561,HR admin,Technical Skills,Presentation skills
A561,HR admin,Technical Skills,Attention to Detail
A561,HR admin,Technical Skills,Accounting
A561,HR admin,Technical Skills,Multitasking
A561,HR admin,Technical Skills,Vendor Management
A561,HR admin,Technical Skills,Coordination
A561,HR admin,Technical Skills,Human Resources
A561,HR admin,Technical Skills,Facility Management
A561,HR admin,Technical Skills,English Proficiency (Spoken)
A561,HR admin,Technical Skills,Labour laws
A561,HR admin,Technical Skills,Interpersonal skills
A561,HR admin,Technical Skills,Community Management
A561,HR admin,Technical Skills,Administrative Support
A561,HR admin,Technical Skills,Conflict Management
A561,HR admin,Technical Skills,Interview Coordination
A561,HR admin,Technical Skills,Attendance Management
A561,HR admin,Technical Skills,Excel
A561,HR admin,Soft Skills,Communication
A561,HR admin,Soft Skills,Leadership
A561,HR admin,Soft Skills,Teamwork
A561,HR admin,Soft Skills,Problem-Solving
A561,HR admin,Soft Skills,Presentation
A561,HR admin,Soft Skills,Attention to Detail
A561,HR admin,Soft Skills,Initiative
A561,HR admin,Soft Skills,Interpersonal
A561,HR admin,Soft Skills,Multitasking
A561,HR admin,Soft Skills,English
A562,Human Resources,Technical Skills,Recruitment
A562,Human Resources,Technical Skills,English Proficiency (Spoken)
A562,Human Resources,Technical Skills,English Proficiency (Written)
A562,Human Resources,Soft Skills,English
A562,Human Resources,Soft Skills,Initiative
A563,Human Resources,Technical Skills,Recruitment
A563,Human Resources,Technical Skills,Google Sheets
A563,Human Resources,Technical Skills,Resume Screening
A563,Human Resources,Technical Skills,Screening
A563,Human Resources,Soft Skills,Initiative
A564,Human Resources,Technical Skills,Reporting
A564,Human Resources,Technical Skills,Recruitment
A564,Human Resources,Technical Skills,Human Resources
A564,Human Resources,Technical Skills,Effective Communication
A564,Human Resources,Soft Skills,Communication
A565,Talent Acquisition,Technical Skills,Reporting
A565,Talent Acquisition,Technical Skills,Sourcing
A565,Talent Acquisition,Technical Skills,Recruitment
A565,Talent Acquisition,Technical Skills,MS-Excel
A565,Talent Acquisition,Technical Skills,English Proficiency (Spoken)
A565,Talent Acquisition,Technical Skills,English Proficiency (Written)
A565,Talent Acquisition,Technical Skills,Excel
A565,Talent Acquisition,Soft Skills,English
A566,Human Resources,Technical Skills,Analytics
A566,Human Resources,Technical Skills,Recruitment
A566,Human Resources,Technical Skills,Social Media
A566,Human Resources,Technical Skills,MS-Office
A566,Human Resources,Technical Skills,Human Resources
A566,Human Resources,Technical Skills,HR Operations
A566,Human Resources,Technical Skills,Human Resource Information System &#40;HRIS&#41;
A566,Human Resources,Technical Skills,HR branding
A566,Human Resources,Soft Skills,Communication
A566,Human Resources,Soft Skills,Initiative
A567,Recruitment,Soft Skills,Communication
A568,Recruitment,Technical Skills,Finance
A568,Recruitment,Technical Skills,Banking
A568,Recruitment,Technical Skills,Human Resources
A568,Recruitment,Technical Skills,Human Resource Information System &#40;HRIS&#41;
A568,Recruitment,Soft Skills,Communication
A569,Recruitment,Soft Skills,Communication
A570,Recruitment,Soft Skills,Communication
A571,Recruitment,Technical Skills,Finance
A571,Recruitment,Technical Skills,Banking
A571,Recruitment,Technical Skills,Human Resources
A571,Recruitment,Technical Skills,Human Resource Information System &#40;HRIS&#41;
A571,Recruitment,Soft Skills,Communication
A572,HR Intern,Technical Skills,Excel
A572,HR Intern,Technical Skills,MS-Office
A572,HR Intern,Technical Skills,Attention to Detail
A572,HR Intern,Technical Skills,Human Resources
A572,HR Intern,Technical Skills,Google Workspace
A572,HR Intern,Technical Skills,MS Office
A572,HR Intern,Soft Skills,Attention to Detail
A572,HR Intern,Soft Skills,Initiative
A572,HR Intern,Soft Skills,Customer Service
A572,HR Intern,Soft Skills,Communication
A572,HR Intern,HR Tools,ATS
A572,HR Intern,HR Tools,Payroll
A573,Human Resources,Technical Skills,Screening
A573,Human Resources,Technical Skills,Recruitment
A573,Human Resources,Technical Skills,Human Resources
A573,Human Resources,Technical Skills,English Proficiency (Spoken)
A573,Human Resources,Technical Skills,English Proficiency (Written)
A573,Human Resources,Technical Skills,Talent Management
A573,Human Resources,Technical Skills,HR Operations
A573,Human Resources,Technical Skills,Statutory compliances
A573,Human Resources,Technical Skills,Administrative Support
A573,Human Resources,Technical Skills,Document Management
A573,Human Resources,Technical Skills,Self-learning
A573,Human Resources,Technical Skills,Employee Relations
A573,Human Resources,Technical Skills,Sourcing
A573,Human Resources,Soft Skills,Communication
A573,Human Resources,Soft Skills,English
A573,Human Resources,Soft Skills,Initiative
A573,Human Resources,Soft Skills,Interpersonal
A574,Human Resources,Technical Skills,Recruitment
A574,Human Resources,Technical Skills,Social Media
A574,Human Resources,Technical Skills,MS-Office
A574,Human Resources,Technical Skills,MS-Excel
A574,Human Resources,Technical Skills,English Proficiency (Spoken)
A574,Human Resources,Technical Skills,Effective Communication
A574,Human Resources,Technical Skills,Excel
A574,Human Resources,Soft Skills,Communication
A574,Human Resources,Soft Skills,English
A575,Human Resources,Technical Skills,Screening
A575,Human Resources,Technical Skills,Recruitment
A575,Human Resources,Technical Skills,MS-Office
A575,Human Resources,Technical Skills,MS-Excel
A575,Human Resources,Technical Skills,Human Resources
A575,Human Resources,Technical Skills,English Proficiency (Spoken)
A575,Human Resources,Technical Skills,Effective Communication
A575,Human Resources,Technical Skills,Excel
A575,Human Resources,Soft Skills,Communication
A575,Human Resources,Soft Skills,English
A575,Human Resources,Soft Skills,Creativity
A575,Human Resources,HR Tools,Naukri
A576,Recruitment,Technical Skills,Excel
A576,Recruitment,Technical Skills,Data Analysis
A576,Recruitment,Technical Skills,Reporting
A576,Recruitment,Technical Skills,Sourcing
A576,Recruitment,Technical Skills,Screening
A576,Recruitment,Technical Skills,Recruitment
A576,Recruitment,Technical Skills,MS-Excel
A576,Recruitment,Technical Skills,LinkedIn Marketing
A576,Recruitment,Technical Skills,Interpersonal skills
A576,Recruitment,Technical Skills,Google Workspace
A576,Recruitment,Technical Skills,Human Resource Information System &#40;HRIS&#41;
A576,Recruitment,Technical Skills,Effective Communication
A576,Recruitment,Technical Skills,Organizational Development
A576,Recruitment,Technical Skills,SAP
A576,Recruitment,Technical Skills,MS Excel
A576,Recruitment,Soft Skills,Interpersonal
A576,Recruitment,Soft Skills,Organizational
A576,Recruitment,Soft Skills,Initiative
A576,Recruitment,Soft Skills,Communication
A577,Human Resources,Technical Skills,MS-Office
A577,Human Resources,Technical Skills,Recruitment
A577,Human Resources,Technical Skills,MS-Word
A577,Human Resources,Technical Skills,MS-Excel
A577,Human Resources,Technical Skills,English Proficiency (Spoken)
A577,Human Resources,Technical Skills,English Proficiency (Written)
A577,Human Resources,Technical Skills,Excel
A577,Human Resources,Technical Skills,Word
A577,Human Resources,Soft Skills,English
A578,Talent Acquisition,Technical Skills,Headhunting
A578,Talent Acquisition,Soft Skills,Networking
A579,Human Resources,Technical Skills,Excel
A579,Human Resources,Technical Skills,PowerPoint
A579,Human Resources,Technical Skills,Recruitment
A579,Human Resources,Technical Skills,Content Writing
A579,Human Resources,Technical Skills,MS-PowerPoint
A579,Human Resources,Technical Skills,Presentation skills
A579,Human Resources,Technical Skills,MS-Excel
A579,Human Resources,Technical Skills,Storytelling
A579,Human Resources,Technical Skills,English Proficiency (Spoken)
A579,Human Resources,Technical Skills,English Proficiency (Written)
A579,Human Resources,Technical Skills,Canva
A579,Human Resources,Technical Skills,Generative AI Tools
A579,Human Resources,Technical Skills,HR Policies
A579,Human Resources,Soft Skills,Presentation
A579,Human Resources,Soft Skills,English
A579,Human Resources,Soft Skills,Initiative
A579,Human Resources,HR Tools,Canva
A580,Human Resources,Technical Skills,Excel
A580,Human Resources,Technical Skills,Word
A580,Human Resources,Technical Skills,Recruitment
A580,Human Resources,Technical Skills,MS-Office
A580,Human Resources,Technical Skills,MS-Word
A580,Human Resources,Technical Skills,MS-Excel
A580,Human Resources,Technical Skills,English Proficiency (Spoken)
A580,Human Resources,Technical Skills,English Proficiency (Written)
A580,Human Resources,Soft Skills,English
A580,Human Resources,Soft Skills,Initiative
A581,Human Resources,Technical Skills,Reporting
A581,Human Resources,Technical Skills,Screening
A581,Human Resources,Technical Skills,Recruitment
A581,Human Resources,Technical Skills,MS-Office
A581,Human Resources,Technical Skills,MS-Word
A581,Human Resources,Technical Skills,English Proficiency (Spoken)
A581,Human Resources,Technical Skills,English Proficiency (Written)
A581,Human Resources,Technical Skills,Effective Communication
A581,Human Resources,Technical Skills,Word
A581,Human Resources,Soft Skills,Organizational
A581,Human Resources,Soft Skills,Communication
A581,Human Resources,Soft Skills,English
A581,Human Resources,HR Tools,Naukri
A582,Talent Acquisition,Technical Skills,Sourcing
A582,Talent Acquisition,Technical Skills,Screening
A582,Talent Acquisition,Technical Skills,Recruitment
A582,Talent Acquisition,Technical Skills,English Proficiency (Spoken)
A582,Talent Acquisition,Technical Skills,Excel
A582,Talent Acquisition,Soft Skills,Communication
A582,Talent Acquisition,Soft Skills,English
A583,Human Resources,Technical Skills,English Proficiency (Spoken)
A583,Human Resources,Technical Skills,English Proficiency (Written)
A583,Human Resources,Soft Skills,English
A584,Talent Acquisition,Technical Skills,Excel
A584,Talent Acquisition,Technical Skills,Sourcing
A584,Talent Acquisition,Technical Skills,Screening
A584,Talent Acquisition,Technical Skills,Interviewing
A584,Talent Acquisition,Technical Skills,Recruitment
A584,Talent Acquisition,Soft Skills,Communication
A584,Talent Acquisition,Soft Skills,Initiative
A585,Human Resources,Technical Skills,Excel
A585,Human Resources,Technical Skills,Recruitment
A585,Human Resources,Technical Skills,MS-Excel
A585,Human Resources,Technical Skills,Effective Communication
A585,Human Resources,Technical Skills,MS Excel
A585,Human Resources,Soft Skills,Communication
A585,Human Resources,Soft Skills,Organizational
A585,Human Resources,Soft Skills,Attention to Detail
A586,Recruitment,Technical Skills,Google Sheets
A586,Recruitment,Technical Skills,Sourcing
A586,Recruitment,Technical Skills,Screening
A586,Recruitment,Technical Skills,Recruitment
A586,Recruitment,Technical Skills,Effective Communication
A586,Recruitment,Technical Skills,Resume Screening
A586,Recruitment,Soft Skills,Communication
A587,Human Resources,Technical Skills,Screening
A587,Human Resources,Technical Skills,Recruitment
A587,Human Resources,Technical Skills,Interviewing
A587,Human Resources,Technical Skills,English Proficiency (Spoken)
A587,Human Resources,Technical Skills,English Proficiency (Written)
A587,Human Resources,Technical Skills,Resume Screening
A587,Human Resources,Soft Skills,English
A588,Human Resources,Technical Skills,Analytics
A588,Human Resources,Technical Skills,Sourcing
A588,Human Resources,Technical Skills,Screening
A588,Human Resources,Technical Skills,Recruitment
A588,Human Resources,Technical Skills,Applicant Tracking
A588,Human Resources,Technical Skills,MIS
A588,Human Resources,Technical Skills,Employment engagement
A588,Human Resources,Soft Skills,Communication
A588,Human Resources,Soft Skills,Presentation
A588,Human Resources,Soft Skills,Organizational
A588,Human Resources,Soft Skills,Empathy
A588,Human Resources,Soft Skills,Initiative
A588,Human Resources,HR Tools,ATS
A589,Human Resources,Technical Skills,Sourcing
A589,Human Resources,Technical Skills,Interviewing
A589,Human Resources,Technical Skills,Recruitment
A589,Human Resources,Technical Skills,English Proficiency (Spoken)
A589,Human Resources,Technical Skills,Interpersonal skills
A589,Human Resources,Technical Skills,Effective Communication
A589,Human Resources,Soft Skills,Communication
A589,Human Resources,Soft Skills,Interpersonal
A589,Human Resources,Soft Skills,English
A589,Human Resources,Soft Skills,Empathy
A589,Human Resources,Soft Skills,Ownership
A589,Human Resources,Soft Skills,Confidence
A590,Human Resources,Technical Skills,Excel
A590,Human Resources,Technical Skills,Word
A590,Human Resources,Technical Skills,Recruitment
A590,Human Resources,Technical Skills,MS-Office
A590,Human Resources,Technical Skills,MS-Word
A590,Human Resources,Technical Skills,MS-Excel
A590,Human Resources,Technical Skills,English Proficiency (Spoken)
A590,Human Resources,Technical Skills,English Proficiency (Written)
A590,Human Resources,Soft Skills,English
A590,Human Resources,Soft Skills,Initiative
A591,Human Resources,Technical Skills,Recruitment
A591,Human Resources,Technical Skills,MS-Office
A591,Human Resources,Technical Skills,MS-Word
A591,Human Resources,Technical Skills,Interviewing
A591,Human Resources,Technical Skills,MS-Excel
A591,Human Resources,Technical Skills,English Proficiency (Spoken)
A591,Human Resources,Technical Skills,Effective Communication
A591,Human Resources,Technical Skills,Interview Coordination
A591,Human Resources,Technical Skills,Excel
A591,Human Resources,Technical Skills,Word
A591,Human Resources,Soft Skills,Communication
A591,Human Resources,Soft Skills,English
A591,Human Resources,HR Tools,ATS
A592,Human Resources,Technical Skills,Sourcing
A592,Human Resources,Technical Skills,Screening
A592,Human Resources,Technical Skills,Recruitment
A592,Human Resources,Soft Skills,Customer Service
A593,Human Resources,Technical Skills,Reporting
A593,Human Resources,Technical Skills,MS-Excel
A593,Human Resources,Technical Skills,Data Visualization
A593,Human Resources,Technical Skills,Human Resource Information System &#40;HRIS&#41;
A593,Human Resources,Technical Skills,Data Preparation
A593,Human Resources,Technical Skills,Excel
A593,Human Resources,Soft Skills,Communication
A593,Human Resources,Soft Skills,Negotiation
A594,Talent Acquisition,Technical Skills,Sourcing
A594,Talent Acquisition,Technical Skills,Screening
A594,Talent Acquisition,Technical Skills,Recruitment
A594,Talent Acquisition,Technical Skills,MS-Excel
A594,Talent Acquisition,Technical Skills,English Proficiency (Spoken)
A594,Talent Acquisition,Technical Skills,Resume Screening
A594,Talent Acquisition,Technical Skills,ATS
A594,Talent Acquisition,Technical Skills,Excel
A594,Talent Acquisition,Soft Skills,English
A595,Human Resources,Technical Skills,Recruitment
A595,Human Resources,Technical Skills,MS-Office
A595,Human Resources,Technical Skills,MS-Word
A595,Human Resources,Technical Skills,MS-Excel
A595,Human Resources,Technical Skills,English Proficiency (Spoken)
A595,Human Resources,Technical Skills,English Proficiency (Written)
A595,Human Resources,Technical Skills,Excel
A595,Human Resources,Technical Skills,Word
A595,Human Resources,Soft Skills,Communication
A595,Human Resources,Soft Skills,English
A595,Human Resources,HR Tools,HRMS
A596,Human Resources,Technical Skills,Screening
A596,Human Resources,Technical Skills,Recruitment
A596,Human Resources,Technical Skills,Cold Calling
A596,Human Resources,Technical Skills,MS-Excel
A596,Human Resources,Technical Skills,English Proficiency (Spoken)
A596,Human Resources,Technical Skills,Stakeholder Management
A596,Human Resources,Technical Skills,Resume Screening
A596,Human Resources,Technical Skills,Interview Coordination
A596,Human Resources,Technical Skills,Excel
A596,Human Resources,Soft Skills,English
A597,Human Resources,Technical Skills,Sourcing
A597,Human Resources,Technical Skills,Screening
A597,Human Resources,Technical Skills,Recruitment
A597,Human Resources,Technical Skills,MS-Excel
A597,Human Resources,Technical Skills,English Proficiency (Spoken)
A597,Human Resources,Technical Skills,Excel
A597,Human Resources,Soft Skills,English
A598,Recruitment,Technical Skills,Excel
A598,Recruitment,Technical Skills,Recruitment
A598,Recruitment,Technical Skills,MS-Office
A598,Recruitment,Technical Skills,MS-Excel
A598,Recruitment,Technical Skills,English Proficiency (Spoken)
A598,Recruitment,Technical Skills,Effective Communication
A598,Recruitment,Technical Skills,Google Sheets
A598,Recruitment,Soft Skills,Communication
A598,Recruitment,Soft Skills,English
A598,Recruitment,HR Tools,ATS
A599,Human Resources,Technical Skills,Sourcing
A599,Human Resources,Technical Skills,Screening
A599,Human Resources,Technical Skills,Social Media
A599,Human Resources,Technical Skills,MS-Office
A599,Human Resources,Technical Skills,MS-Word
A599,Human Resources,Technical Skills,MS-Excel
A599,Human Resources,Technical Skills,English Proficiency (Spoken)
A599,Human Resources,Technical Skills,English Proficiency (Written)
A599,Human Resources,Technical Skills,Excel
A599,Human Resources,Technical Skills,Word
A599,Human Resources,Soft Skills,Communication
A599,Human Resources,Soft Skills,English
A600,Human Resources,Technical Skills,Excel
A600,Human Resources,Technical Skills,Sourcing
A600,Human Resources,Technical Skills,Screening
A600,Human Resources,Technical Skills,Recruitment
A600,Human Resources,Technical Skills,MS-Office
A600,Human Resources,Technical Skills,MS-Excel
A600,Human Resources,Technical Skills,English Proficiency (Spoken)
A600,Human Resources,Technical Skills,Interviewing
A600,Human Resources,Technical Skills,Social Media
A600,Human Resources,Soft Skills,English
A600,Human Resources,Soft Skills,Initiative
A601,Human Resources,Technical Skills,Excel
A601,Human Resources,Technical Skills,Recruitment
A601,Human Resources,Soft Skills,Communication
A601,Human Resources,Soft Skills,English
A601,Human Resources,Soft Skills,Initiative
