Internship_id,Internship_Title,Company_Name,Industry,Company_Type,Internship_Type,City,State,Work_Mode,Department,Duration,Stipend_Min,Stipend_Max,Source_Platform,Post_Link,Duration_Months,Duration_Category,Stipend_Status,Average_Stipend,City_Clean,State_Clean,Stipend_Flag,Stipend_Range,Stipend_Midpoint,Has_Stipend,Is_Remote,Is_Hybrid,Is_Onsite,Is_Full_Time,Is_Part_Time,Skill_Count,Technical_Skill_Count,Soft_Skill_Count,HR_Tool_Count,Education_Level
A177,Human Resources,Talent Corner HR Services,Recruitment,SME,Full-time,Pune,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,5000.0,6000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-talent-corner-hr-services1785642714,3.0,Medium-term,Paid,5500.0,Pune,Maharashtra,Normal,1000.0,5500.0,1,1,0,0,1,0,16,11,5,1,Postgraduate
A178,Recruitment,Peklenc,Education/ Teaching/ Training,Startup,Not Specified,Greater Noida,Uttar Pradesh,Remote,Talent Acquisition & Recruitment,3 Months,10000.0,12000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-multiple-locations-at-peklenc1785829565,3.0,Medium-term,Paid,11000.0,Greater Noida,Uttar Pradesh,Normal,2000.0,11000.0,1,1,0,0,0,0,1,1,0,0,Other
A179,Talent Acquisition,Gigde Global Solutions Private Limited,Advertising/ Marketing,SME,Part-time,Noida,Uttar Pradesh,Remote,Talent Acquisition & Recruitment,6 Months,10500.0,13000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-noida-at-gigde-global-solutions-private-limited1785821467,6.0,Long-term,Paid,11750.0,Noida,Uttar Pradesh,Normal,2500.0,11750.0,1,1,0,0,0,1,10,8,2,0,Other
A180,Human Resources,Eduminatti,Education/ Teaching/ Training,Startup,Full-time,Roorkee,Uttarakhand,Remote,Talent Acquisition & Recruitment,2 Months,2000.0,2500.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-roorkee-at-eduminatti1784608999,2.0,Short-term,Paid,2250.0,Roorkee,Uttarakhand,Normal,500.0,2250.0,1,1,0,0,1,0,10,7,1,2,Other
A181,Human Resources,Astrorize,IT/ Technology,Startup,Not Specified,Hyderabad,Telangana,Hybrid,Talent Acquisition & Recruitment,6 Months,7000.0,14000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-astrorize1785745701,6.0,Long-term,Paid,10500.0,Hyderabad,Telangana,Normal,7000.0,10500.0,1,0,1,0,0,0,3,1,2,0,Other
A182,Talent Acquisition,HumanHire Corp,IT/ Technology,SME,Full-time,Jaipur,Rajasthan,Remote,Talent Acquisition & Recruitment,4 Months,8000.0,11500.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-jaipur-at-humanhire-corp1785238009,4.0,Medium-term,Paid,9750.0,Jaipur,Rajasthan,Normal,3500.0,9750.0,1,1,0,0,1,0,5,3,2,0,Other
A183,Human Resources,HumanHire Corp,IT/ Technology,SME,Full-time,Jaipur,Rajasthan,Remote,Talent Acquisition & Recruitment,4 Months,5000.0,7500.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-jaipur-at-humanhire-corp1785237996,4.0,Medium-term,Paid,6250.0,Jaipur,Rajasthan,Normal,2500.0,6250.0,1,1,0,0,1,0,6,3,3,0,Other
A184,Human Resources,Bizknowmics,Advertising/ Marketing,SME,Full-time,Chennai,Tamil Nadu,Remote,Talent Acquisition & Recruitment,3 Months,15000.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-chennai-at-bizknowmics1785485072,3.0,Medium-term,Paid,,Chennai,Tamil Nadu,Not Specified,,,0,1,0,0,1,0,4,2,2,0,Other
A185,HR Psychology,Safalta Setu,Social services,Startup,Part-time,Mumbai,Maharashtra,Remote,,4 Months,,,Internshala,https://internshala.com/internship/detail/work-from-home-part-time-hr-psychologist-internship-at-safalta-setu1785849830,4.0,Medium-term,Not Specified,,Mumbai,Maharashtra,Not Specified,,,0,1,0,0,0,1,14,9,6,0,Graduate
A186,Human Resources,IFlame Consulting,Education/ Teaching/ Training,Startup,Full-time,Pune,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,7000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-iflame-consulting1785407939,3.0,Medium-term,Paid,8500.0,Pune,Maharashtra,Normal,3000.0,8500.0,1,1,0,0,1,0,15,7,7,1,Other
A187,Human Resources,Eduminatti,Education/ Teaching/ Training,Startup,Full-time,Dehradun,Uttarakhand,Remote,Talent Acquisition & Recruitment,2 Months,2000.0,2500.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-dehradun-at-eduminatti1784515737,2.0,Short-term,Paid,2250.0,Dehradun,Uttarakhand,Normal,500.0,2250.0,1,1,0,0,1,0,10,7,1,2,Other
A188,Human Resources,Potens IT Services & Consultancy,IT/ Technology,Startup,Full-time,Pune,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,10000.0,15000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-potens-it-services-consultancy1785358884,6.0,Long-term,Paid,12500.0,Pune,Maharashtra,Normal,5000.0,12500.0,1,1,0,0,1,0,11,10,1,0,Other
A189,Human Resources,Tanvi Chauhan,IT/ Technology,Startup,Not Specified,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,8000.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-tanvi-chauhan1785334962,6.0,Long-term,Paid,,Mumbai,Maharashtra,Not Specified,,,0,1,0,0,0,0,4,3,1,0,Other
A190,Human Resources,BNM Business Solutions LLP,Real Estate/ Property,SME,Not Specified,Thane,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,7500.0,9000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-bnm-business-solutions-llp1785388437,3.0,Medium-term,Paid,8250.0,Thane,Maharashtra,Normal,1500.0,8250.0,1,1,0,0,0,0,3,3,0,0,Other
A191,Talent Acquisition,Traya Health,Wellness/ Fitness/ Sports/ Beauty,SME,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,15000.0,20000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-mumbai-at-traya-health1785475588,3.0,Medium-term,Paid,17500.0,Mumbai,Maharashtra,Normal,5000.0,17500.0,1,1,0,0,1,0,14,11,3,1,Postgraduate
A192,Human Resources,Medius Technologies Private Limited,"IT/ Technology, Legal",SME,Not Specified,Thane,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,9500.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-medius-technologies-private-limited1784537363,6.0,Long-term,Paid,9750.0,Thane,Maharashtra,Normal,500.0,9750.0,1,1,0,0,0,0,1,1,0,0,Other
A193,Human Resources,ADORE,"Education/ Teaching/ Training, Social services",Startup,Part-time,Delhi,Delhi,Remote,Talent Acquisition & Recruitment,3 Months,,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-adore1785828251,3.0,Medium-term,Not Specified,,Delhi,Delhi,Not Specified,,,0,1,0,0,0,1,5,3,2,0,Other
A194,HR Generalist,Stirring Minds,IT/ Technology,Startup,Full-time,Delhi,Delhi,Remote,,6 Months,7000.0,10000.0,Internshala,https://internshala.com/internship/detail/generalist-hr-internship-in-delhi-at-stirring-minds1785750208,6.0,Long-term,Paid,8500.0,Delhi,Delhi,Normal,3000.0,8500.0,1,1,0,0,1,0,11,8,3,0,Other
A195,Human Resources,Stirring Minds,IT/ Technology,Startup,Full-time,Delhi,Delhi,Remote,Talent Acquisition & Recruitment,6 Months,7000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-at-stirring-minds1785738504,6.0,Long-term,Paid,8500.0,Delhi,Delhi,Normal,3000.0,8500.0,1,1,0,0,1,0,15,11,4,0,Other
A196,HR admin,GenElek Technologies Private Limited,IT/ Technology,Startup,Full-time,Delhi,Delhi,Remote,,2 Months,10000.0,15000.0,Internshala,https://internshala.com/internship/detail/hr-admin-internship-in-delhi-at-genelek-technologies-private-limited1785758619,2.0,Short-term,Paid,12500.0,Delhi,Delhi,Normal,5000.0,12500.0,1,1,0,0,1,0,8,6,3,0,Other
A197,Talent Acquisition,HRassistance India Consultancy LLP,Recruitment,Startup,Full-time,Pune,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,8000.0,8000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-pune-at-hrassistance-india-consultancy-llp1784872111,3.0,Medium-term,Paid,8000.0,Pune,Maharashtra,Normal,0.0,8000.0,1,1,0,0,1,0,8,7,1,0,Postgraduate
A198,Recruitment Consultant,Career Crafterz,Recruitment,Startup,Part-time,Faridabad,Haryana,Remote,Talent Acquisition & Recruitment,6 Months,10000.0,10000.0,Internshala,https://internshala.com/internship/detail/recruitment-consultant-internship-in-faridabad-at-career-crafterz1785564833,6.0,Long-term,Paid,10000.0,Faridabad,Haryana,Normal,0.0,10000.0,1,1,0,0,0,1,3,1,2,0,Postgraduate
A199,Human Resources,Aurum Group,Real Estate/ Property,MNC,Not Specified,Thane,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,10000.0,20000.0,Internshala,https://internshala.com/internship/detail/human-resources-male-internship-in-multiple-locations-at-aurum-group1784869134,6.0,Long-term,Paid,15000.0,Thane,Maharashtra,Normal,10000.0,15000.0,1,1,0,0,0,0,4,1,2,1,Other
A200,Talent Acquisition,Zell Education,Education/ Teaching/ Training,SME,Part-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,6000.0,8000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-mumbai-at-zell-education1784609793,3.0,Medium-term,Paid,7000.0,Mumbai,Maharashtra,Normal,2000.0,7000.0,1,1,0,0,0,1,8,6,2,0,Postgraduate
A201,Talent Acquisition,GNF International,"Advertising/ Marketing, Recruitment",Startup,Full-time,Ahmedabad,Gujarat,Remote,Talent Acquisition & Recruitment,6 Months,5000.0,15000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-ahmedabad-at-gnf-international1783687981,6.0,Long-term,Paid,10000.0,Ahmedabad,Gujarat,Normal,10000.0,10000.0,1,1,0,0,1,0,8,6,2,0,Other
A202,Recruitment,Confluencr,Media/ Entertainment,SME,Not Specified,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,2 Months,5000.0,6000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-bangalore-at-confluencr1784177577,2.0,Short-term,Paid,5500.0,Bengaluru,Karnataka,Normal,1000.0,5500.0,1,1,0,0,0,0,5,2,2,2,Other
A203,Talent Acquisition,Next Step Talents Private Limited,Recruitment,Startup,Not Specified,Kolkata,West Bengal,Remote,Talent Acquisition & Recruitment,6 Months,6000.0,15000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-multiple-locations-at-next-step-talents-private-limited1784111821,6.0,Long-term,Paid,10500.0,Kolkata,West Bengal,Normal,9000.0,10500.0,1,1,0,0,0,0,2,1,1,0,Other
A204,Campus Relations,K12 Techno Service Private Limited (Orchids International School),Education/ Teaching/ Training,Enterprise,Full-time,Bangalore,Karnataka,Remote,Campus Relations,6 Months,25000.0,30000.0,Internshala,https://internshala.com/internship/detail/hr-campus-placements-mba-hr-internship-in-bangalore-at-k12-techno-service-private-limited-orchids-international-school1783928059,6.0,Long-term,Paid,27500.0,Bengaluru,Karnataka,Normal,5000.0,27500.0,1,1,0,0,1,0,3,1,2,0,Postgraduate
A205,Recruitment Consultant,GOGig,Advertising/ Marketing,Startup,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,6 Months,10000.0,15000.0,Internshala,https://internshala.com/internship/detail/recruitment-consultant-internship-in-bangalore-at-gogig1783506817,6.0,Long-term,Paid,12500.0,Bengaluru,Karnataka,Normal,5000.0,12500.0,1,1,0,0,1,0,11,10,1,0,Other
A206,Talent Acquisition,BNM Business Solutions LLP,Real Estate/ Property,SME,Not Specified,Navi Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,7500.0,9000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-multiple-locations-at-bnm-business-solutions-llp1785388587,3.0,Medium-term,Paid,8250.0,Navi Mumbai,Maharashtra,Normal,1500.0,8250.0,1,1,0,0,0,0,2,2,0,0,Other
A207,Human Resources,Sedani Digital Private Limited,"IT/ Technology, Education/ Teaching/ Training",Startup,Full-time,Ahmedabad,Gujarat,Remote,Talent Acquisition & Recruitment,6 Months,9000.0,16000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-sedani-digital-private-limited1785319030,6.0,Long-term,Paid,12500.0,Ahmedabad,Gujarat,Normal,7000.0,12500.0,1,1,0,0,1,0,8,4,4,0,Other
A208,Human Resources,Wegrowit Technologies India Private Limited,IT/ Technology,Startup,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,6 Months,8000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-wegrowit-technologies-india-private-limited1785407961,6.0,Long-term,Paid,9000.0,Bengaluru,Karnataka,Normal,2000.0,9000.0,1,1,0,0,1,0,19,14,5,1,Other
A209,Recruitment,Talent Corner HR Services,Recruitment,SME,Not Specified,Pune,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,5000.0,6000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-multiple-locations-at-talent-corner-hr-services1785567858,6.0,Long-term,Paid,5500.0,Pune,Maharashtra,Normal,1000.0,5500.0,1,1,0,0,0,0,2,1,1,0,Other
A210,Recruitment,Talent Corner HR Services,Recruitment,SME,Full-time,Hyderabad,Telangana,Remote,Talent Acquisition & Recruitment,6 Months,3000.0,5000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-hyderabad-at-talent-corner-hr-services1785568819,6.0,Long-term,Paid,4000.0,Hyderabad,Telangana,Normal,2000.0,4000.0,1,1,0,0,1,0,5,4,1,0,Postgraduate
A211,Talent Acquisition,Mittal Creations - Microw Trousers,Manufacturing/ Engineering,SME,Part-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,1000.0,1001.0,Internshala,https://internshala.com/internship/detail/work-from-home-talent-acquisition-internship-at-mittal-creations-microw-trousers1785852648,6.0,Long-term,Paid,1000.5,Mumbai,Maharashtra,Normal,1.0,1000.5,1,1,0,0,0,1,10,7,3,0,Postgraduate
A212,Human Resources,DigitalVia Technologies (OPC) Private Limited,Advertising/ Marketing,Startup,Full-time,Indore,Madhya Pradesh,Remote,Talent Acquisition & Recruitment,3 Months,3000.0,5000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-indore-at-digitalvia-technologies-opc-private-limited1785850680,3.0,Medium-term,Paid,4000.0,Indore,Madhya Pradesh,Normal,2000.0,4000.0,1,1,0,0,1,0,11,7,4,0,Postgraduate
A213,Talent Acquisition,Let's Set Destinations,Consulting,Startup,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,4 Months,7000.0,10000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-bangalore-at-lets-set-destinations1785844186,4.0,Medium-term,Paid,8500.0,Bengaluru,Karnataka,Normal,3000.0,8500.0,1,1,0,0,1,0,13,8,5,0,Other
A214,Talent Acquisition,Target HR,Recruitment,Startup,Full-time,Bangalore,Karnataka,Hybrid,,3 Months,20000.0,50000.0,Internshala,https://internshala.com/internship/detail/talent-scout-internship-in-bangalore-at-target-hr1785849254,3.0,Medium-term,Paid,35000.0,Bengaluru,Karnataka,Normal,30000.0,35000.0,1,0,1,0,1,0,22,16,7,0,Other
A215,Human Resources,Shubham Kala Kendra,Education/ Teaching/ Training,Startup,Full-time,Faridabad,Haryana,Remote,Talent Acquisition & Recruitment,3 Months,12000.0,25000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-faridabad-at-shubham-kala-kendra1785841692,3.0,Medium-term,Paid,18500.0,Faridabad,Haryana,Normal,13000.0,18500.0,1,1,0,0,1,0,13,10,3,0,Other
A216,Human Resources,Rankson Incorporation,FMCG,Startup,Full-time,Delhi,Delhi,Remote,Talent Acquisition & Recruitment,3 Months,4000.0,4001.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-at-rankson-incorporation1785848648,3.0,Medium-term,Paid,4000.5,Delhi,Delhi,Normal,1.0,4000.5,1,1,0,0,1,0,15,9,6,0,Graduate
A217,Human Resources,Cheri Angel HR Consulting Private Limited,Courier/ Shipping/ Transportation,SME,Part-time,Thane,Maharashtra,Remote,Talent Acquisition & Recruitment,5 Months,7000.0,11000.0,Internshala,https://internshala.com/internship/detail/part-time-human-resources-hr-internship-in-thane-at-cheri-angel-hr-consulting-private-limited1785847611,5.0,Long-term,Paid,9000.0,Thane,Maharashtra,Normal,4000.0,9000.0,1,1,0,0,0,1,6,5,1,0,Other
A218,Human Resources,The House Of Rare,Retail,Enterprise,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,4 Months,10000.0,15000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-the-house-of-rare1785846870,4.0,Medium-term,Paid,12500.0,Bengaluru,Karnataka,Normal,5000.0,12500.0,1,1,0,0,1,0,12,9,3,0,Other
A219,Recruitment Consultant,Invenzee Buildcap Fintech Private Limited,"Banking, Financial Services and Insurance (BFSI)",Startup,Full-time,Indore,Madhya Pradesh,Remote,Talent Acquisition & Recruitment,,2000.0,2001.0,Internshala,https://internshala.com/internship/detail/recruitment-consultant-internship-in-indore-at-invenzee-buildcap-fintech-private-limited1785838512,,Not Specified,Paid,2000.5,Indore,Madhya Pradesh,Normal,1.0,2000.5,1,1,0,0,1,0,7,6,1,0,Other
A220,Recruitment,Spectrum Insurance Broking (P) Limited,"Banking, Financial Services and Insurance (BFSI)",SME,Full-time,Amritsar,Punjab,Remote,Talent Acquisition & Recruitment,3 Months,8000.0,15000.0,Internshala,https://internshala.com/internship/detail/hr-recruiter-internship-in-amritsar-at-spectrum-insurance-broking-p-limited1785844946,3.0,Medium-term,Paid,11500.0,Amritsar,Punjab,Normal,7000.0,11500.0,1,1,0,0,1,0,4,4,0,0,Other
A221,Recruitment Consultant,Zenbuzz Media,Advertising/ Marketing,Startup,Full-time,Jaipur,Rajasthan,Remote,Talent Acquisition & Recruitment,3 Months,4000.0,15000.0,Internshala,https://internshala.com/internship/detail/recruitment-consultant-internship-in-jaipur-at-zenbuzz-media1785834591,3.0,Medium-term,Paid,9500.0,Jaipur,Rajasthan,Normal,11000.0,9500.0,1,1,0,0,1,0,12,10,2,0,Other
A222,Recruitment,Human Resource Management,Recruitment,Startup,Full-time,Gurgaon,Haryana,Remote,Talent Acquisition & Recruitment,3 Months,6000.0,12000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-gurgaon-at-human-resource-management1785840069,3.0,Medium-term,Paid,9000.0,Gurugram,Haryana,Normal,6000.0,9000.0,1,1,0,0,1,0,8,7,1,0,Other
A223,Human Resources,Let's Set Destinations,Consulting,Startup,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,4 Months,8000.0,8000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-lets-set-destinations1785822860,4.0,Medium-term,Paid,8000.0,Bengaluru,Karnataka,Normal,0.0,8000.0,1,1,0,0,1,0,14,9,5,0,Other
A224,Human Resources,Gautam Consultancy,Recruitment,Startup,Full-time,Ahmedabad,Gujarat,Remote,Talent Acquisition & Recruitment,3 Months,8000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-gautam-consultancy1785829728,3.0,Medium-term,Paid,9000.0,Ahmedabad,Gujarat,Normal,2000.0,9000.0,1,1,0,0,1,0,6,4,2,0,Graduate
A225,Human Resources,Qualis Engineers,Automobile,Startup,Full-time,Pune,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,7000.0,11000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-qualis-engineers1785821247,6.0,Long-term,Paid,9000.0,Pune,Maharashtra,Normal,4000.0,9000.0,1,1,0,0,1,0,7,5,2,0,Other
A226,Recruitment,Spectrum Insurance Broking (P) Limited,"Banking, Financial Services and Insurance (BFSI)",SME,Not Specified,Ahmedabad,Gujarat,Remote,Talent Acquisition & Recruitment,3 Months,8000.0,15000.0,Internshala,https://internshala.com/internship/detail/hr-recruiter-internship-in-multiple-locations-at-spectrum-insurance-broking-p-limited1785827194,3.0,Medium-term,Paid,11500.0,Ahmedabad,Gujarat,Normal,7000.0,11500.0,1,1,0,0,0,0,3,3,0,0,Other
A227,Human Resources,Arete Consultants Private Limited,IT/ Technology,Startup,Not Specified,,Delhi,Remote,Talent Acquisition & Recruitment,6 Months,7000.0,7001.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-at-arete-consultants-private-limited1785827012,6.0,Long-term,Paid,7000.5,Not Specified,Delhi,Normal,1.0,7000.5,1,1,0,0,0,0,4,4,0,0,Other
A228,Human Resources,Dream Ladder Consultancy,Education/ Teaching/ Training,Startup,Full-time,Agra,Uttar Pradesh,Remote,Talent Acquisition & Recruitment,3 Months,4000.0,6000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-agra-at-dream-ladder-consultancy1785817417,3.0,Medium-term,Paid,5000.0,Agra,Uttar Pradesh,Normal,2000.0,5000.0,1,1,0,0,1,0,13,9,4,0,Postgraduate
A229,Human Resources,Floating Minds Institute,Education/ Teaching/ Training,Startup,Full-time,Pune,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,5000.0,8000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-floating-minds-institute1785757947,3.0,Medium-term,Paid,6500.0,Pune,Maharashtra,Normal,3000.0,6500.0,1,1,0,0,1,0,10,8,2,0,Postgraduate
A230,Human Resources,TANKED IND AQUATIC KINGDOM,Architecture/ Interior Design,Startup,Full-time,Ghaziabad,Uttar Pradesh,Remote,Talent Acquisition & Recruitment,3 Months,4000.0,5000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ghaziabad-at-tanked-ind-aquatic-kingdom1785757266,3.0,Medium-term,Paid,4500.0,Ghaziabad,Uttar Pradesh,Normal,1000.0,4500.0,1,1,0,0,1,0,12,8,4,0,Other
A231,Human Resources,Aviserv Airport Services India Private Limited,"Hotels/ Restaurant, Food/ Beverages",SME,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,8000.0,8000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-aviserv-airport-services-india-private-limited1785749037,6.0,Long-term,Paid,8000.0,Mumbai,Maharashtra,Normal,0.0,8000.0,1,1,0,0,1,0,12,10,1,1,Postgraduate
A232,HR admin,Ever Expanse,IT/ Technology,SME,Full-time,Pune,Maharashtra,Remote,,6 Months,5000.0,5000.0,Internshala,https://internshala.com/internship/detail/hr-admin-executive-internship-in-pune-at-ever-expanse1785756152,6.0,Long-term,Paid,5000.0,Pune,Maharashtra,Normal,0.0,5000.0,1,1,0,0,1,0,5,5,0,0,Other
A233,Recruitment,Invisia Software Private Limited,IT/ Technology,Startup,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,3 Months,5000.0,10000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-bangalore-at-invisia-software-private-limited1785750110,3.0,Medium-term,Paid,7500.0,Bengaluru,Karnataka,Normal,5000.0,7500.0,1,1,0,0,1,0,6,5,1,0,Graduate
A234,Recruitment,Knovator Technologies Pvt Ltd,IT/ Technology,SME,Full-time,Surat,Gujarat,Remote,Talent Acquisition & Recruitment,6 Months,12000.0,45000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-surat-at-knovator-technologies-pvt-ltd1785748961,6.0,Long-term,Paid,28500.0,Surat,Gujarat,Normal,33000.0,28500.0,1,1,0,0,1,0,9,8,2,1,Graduate
A235,HR,Charismight,"IT/ Technology, Education/ Teaching/ Training, Consulting",Startup,Not Specified,Navi Mumbai,Maharashtra,Remote,,6 Months,31000.0,,Internshala,https://internshala.com/internship/detail/junior-executive-hr-internship-in-multiple-locations-at-charismight1785739494,6.0,Long-term,Paid,,Navi Mumbai,Maharashtra,Not Specified,,,0,1,0,0,0,0,4,3,0,1,Other
A236,Human Resources,NEXUS AUTOMECH PRIVATE LIMITED,Electrical,Startup,Full-time,Ahmedabad,Gujarat,Remote,Talent Acquisition & Recruitment,6 Months,5000.0,12000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-nexus-automech-private-limited1785500742,6.0,Long-term,Paid,8500.0,Ahmedabad,Gujarat,Normal,7000.0,8500.0,1,1,0,0,1,0,9,6,2,1,Postgraduate
A237,Human Resources,Linkruit,Recruitment,Startup,Not Specified,Udaipur,Rajasthan,Remote,Talent Acquisition & Recruitment,3 Months,11000.0,13000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-linkruit1785477711,3.0,Medium-term,Paid,12000.0,Udaipur,Rajasthan,Normal,2000.0,12000.0,1,1,0,0,0,0,3,1,2,0,Other
A238,Recruitment,Green Rootz,Recruitment,Startup,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,2 Months,5000.0,10000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-mumbai-at-green-rootz1785484144,2.0,Short-term,Paid,7500.0,Mumbai,Maharashtra,Normal,5000.0,7500.0,1,1,0,0,1,0,11,5,6,0,Other
A239,Recruitment,Kaira Melwani,Recruitment,Startup,Part-time,Mumbai,Maharashtra,Hybrid,Talent Acquisition & Recruitment,6 Months,6000.0,10000.0,Internshala,https://internshala.com/internship/detail/part-time-recruitment-internship-in-multiple-locations-at-kaira-melwani1785433188,6.0,Long-term,Paid,8000.0,Mumbai,Maharashtra,Normal,4000.0,8000.0,1,0,1,0,0,1,2,2,0,0,Other
A240,Human Resources,Network Of Creative Thinkers,IT/ Technology,SME,Full-time,Panchgani,Maharashtra,Remote,Talent Acquisition & Recruitment,4 Months,28500.0,28500.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-panchgani-at-network-of-creative-thinkers1785421379,4.0,Medium-term,Paid,28500.0,Panchgani,Maharashtra,Normal,0.0,28500.0,1,1,0,0,1,0,11,5,6,0,Postgraduate
A241,Recruitment,Orena Solutions,Education/ Teaching/ Training,Startup,Full-time,Vadodara,Gujarat,Remote,Talent Acquisition & Recruitment,6 Months,6000.0,10000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-vadodara-at-orena-solutions1785316752,6.0,Long-term,Paid,8000.0,Vadodara,Gujarat,Normal,4000.0,8000.0,1,1,0,0,1,0,14,10,4,0,Postgraduate
A242,Talent Acquisition,TIRWIN Management Services Private Limited,"Consulting, Other",Startup,Full-time,Tambaram Sanatorium,Tamil Nadu,Remote,Talent Acquisition & Recruitment,6 Months,18000.0,34000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-tambaram-sanatorium-at-tirwin-management-services-private-limited1785313959,6.0,Long-term,Paid,26000.0,Tambaram Sanatorium,Tamil Nadu,Normal,16000.0,26000.0,1,1,0,0,1,0,11,8,3,0,Postgraduate
